shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
ee49c7f5-2351-445b-b4ed-f0f3503377f4,40.3848442986665,-86.8414061206742,6,278.76
41320e98-b337-4bf2-9eff-4b8b6ac97941,40.4506145232305,-86.925213212596,28,1772.04
17d55fe2-a8f1-4ddc-850e-0d203d1b2c6c,40.4182635982086,-86.8809466370948,66,6051.76
7ccaf41c-7298-458b-a035-fcd1b3090f39,40.3928295583818,-86.9072797704268,55,4114.94
f625fb8e-e48c-44b1-8eb4-7151f0d3b71d,40.4183991721925,-86.8981487243601,8,822.43
cb2c14f0-3cf3-4b84-a135-816b58d5b909,40.4321924109574,-86.8589667593817,138,7660.73
1545ee20-7633-4938-adf4-673f4586f25a,40.3942130931907,-86.8370761678858,30,1563.36
7ccaf41c-7298-458b-a035-fcd1b3090f39,40.3957626459457,-86.8959919748302,40,3038.33
b3ee4a19-563f-496d-909b-28caa69cda68,40.4649612977153,-86.9264843821704,46,3283.08
f923454e-839e-4ce8-bd28-621a56212d40,40.4273561156792,-86.846385133132,91,6231.95
b3ee4a19-563f-496d-909b-28caa69cda68,40.4662175655013,-86.9318193170816,23,2654.56
fd8cfb59-da55-4eaa-b557-6b2950043674,40.4500373854163,-86.924953392069,57,3667.65
87c84019-852c-46c9-a3ea-0a644c510801,40.4478990101627,-86.944450621105,54,1736.3
991a95f3-1510-4bce-a830-fde22f082f7f,40.4241278815378,-86.9166768371416,73,5082.87
f59200a9-b1ba-4ca9-b9c9-fa18fb3b8be1,40.4320840429559,-86.8990859524069,33,2144.36
8d44af5f-359d-49f6-8b0b-cdbb682b958f,40.392726,-86.902611,107,9089.69
f625fb8e-e48c-44b1-8eb4-7151f0d3b71d,40.4182681114532,-86.8884775300565,0,0
17d55fe2-a8f1-4ddc-850e-0d203d1b2c6c,40.4175539166492,-86.8616005944881,44,4366.45
bb15a4a7-6c6e-4815-834c-680d5a343d63,40.4029478938827,-86.8280608343519,49,3546.04
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4321398279357,-86.914785612549,60,3221.64
4fd2167d-7855-4648-8faf-21606791a86c,40.4248006496502,-86.8933463691041,215,8438.14
190df76a-874b-4006-aed3-168253df771a,40.3821117232423,-86.8442539013123,152,12193.83
4fd2167d-7855-4648-8faf-21606791a86c,40.4254850885889,-86.9011075345623,201,7766.41
1545ee20-7633-4938-adf4-673f4586f25a,40.3925075318927,-86.8107586277549,111,9631.99
301daf7e-05b7-4ad1-b986-4685dced1276,40.4228508658674,-86.9103592051623,30,2546.07
5b84de10-9e34-4d39-ade5-2c36fd4e64a8,40.3844029561154,-86.8411628110265,211,13918.09
e842f5a1-f2f3-4e5d-b025-0ada6d3caf83,40.38789321651,-86.9034475375706,3,193.98
ee49c7f5-2351-445b-b4ed-f0f3503377f4,40.3997742093024,-86.8563008018387,63,3690.36
87c84019-852c-46c9-a3ea-0a644c510801,40.44817121445,-86.9445294046461,59,1781.85
301daf7e-05b7-4ad1-b986-4685dced1276,40.4194104742836,-86.9008398678899,61,3871.51
e842f5a1-f2f3-4e5d-b025-0ada6d3caf83,40.383043,-86.8572,106,10569.45
fac42847-5b76-483b-9ea6-19c6cc0cbadc,40.4244237511325,-86.9191121722242,24,1846.66
84c26a62-3a7a-4caf-8161-3a9a00d948a9,40.4674664752053,-86.9472443535478,13,611.28
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4335657821008,-86.9057624020773,88,4737.03
ae4e6ab1-7163-47ea-944d-e1327f042a0c,40.4227090053668,-86.8942862398362,2,238.38
bb15a4a7-6c6e-4815-834c-680d5a343d63,40.4014998913705,-86.8083977287053,129,9267.07
b3ee4a19-563f-496d-909b-28caa69cda68,40.4789279008556,-86.9257195364875,8,558.4
4fd2167d-7855-4648-8faf-21606791a86c,40.4368312917251,-86.9061387721383,138,4942.47
5b84de10-9e34-4d39-ade5-2c36fd4e64a8,40.4321084651409,-86.8567682958937,102,6731.67
f923454e-839e-4ce8-bd28-621a56212d40,40.4220985087209,-86.8469310786064,117,6878.63
5e8eb583-bb9c-4d47-82e1-f2be2c036dcf,40.4776400328915,-86.9388896602041,155,8231.24
7522af9d-0aa3-4413-aad6-4af358cc0cdf,40.4200787230275,-86.885749563016,36,2491.3
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4276431994777,-86.909626704387,49,2550.54
ee49c7f5-2351-445b-b4ed-f0f3503377f4,40.397305742006,-86.8527253567808,58,3280.3
301daf7e-05b7-4ad1-b986-4685dced1276,40.423931,-86.911286,27,2342.95
87c84019-852c-46c9-a3ea-0a644c510801,40.4491455825499,-86.9414844620914,24,773.44
f625fb8e-e48c-44b1-8eb4-7151f0d3b71d,40.4184450794972,-86.9078859205183,44,1787.93
301daf7e-05b7-4ad1-b986-4685dced1276,40.4184103931063,-86.9069163896221,43,3319.89
301daf7e-05b7-4ad1-b986-4685dced1276,40.4241225963196,-86.9170654593348,21,1851.57
8efabf15-d065-404b-b1bb-535c12a9b3be,40.4030098743544,-86.8367684162764,28,3323.08
41320e98-b337-4bf2-9eff-4b8b6ac97941,40.4460671294824,-86.9434088688989,59,4167.14
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4325462721725,-86.9150791601214,64,3274.92
8efabf15-d065-404b-b1bb-535c12a9b3be,40.385103332138,-86.8418050156885,51,5556.42
4fd2167d-7855-4648-8faf-21606791a86c,40.4308656862433,-86.9100590707511,158,5991.66
17d55fe2-a8f1-4ddc-850e-0d203d1b2c6c,40.4176021483943,-86.859836973187,41,4215.24
5c65de3b-4778-4554-ad22-3398f528e3ef,40.4049584396649,-86.8636709654744,37,3597.97
e842f5a1-f2f3-4e5d-b025-0ada6d3caf83,40.3670952371995,-86.8715532805341,75,6846.01
53fab52c-1139-47cc-9b3f-f3b9d78d86eb,40.446817440309,-86.9402435236461,147,12369.9
f625fb8e-e48c-44b1-8eb4-7151f0d3b71d,40.418803912217,-86.8993330641058,9,932.25
5b84de10-9e34-4d39-ade5-2c36fd4e64a8,40.4290951328465,-86.8449160949578,112,8065.18
501cc08b-1c0f-4ec5-a494-40954216987d,40.453042,-86.958841,97,9202.43
10661157-85f9-4587-9139-0124cd3c3f7f,40.3847454365924,-86.9095774740214,92,7054.18
53fab52c-1139-47cc-9b3f-f3b9d78d86eb,40.4310682211973,-86.9325926861811,73,4069.15
4fd2167d-7855-4648-8faf-21606791a86c,40.4606319866689,-86.9243462412808,56,1272.44
501cc08b-1c0f-4ec5-a494-40954216987d,40.4246123216494,-86.9191220623906,28,1876.71
79578537-88cd-4d42-9745-49cf6f3c5712,40.3767637354235,-86.8572392173139,41,3222.1
17d55fe2-a8f1-4ddc-850e-0d203d1b2c6c,40.4176911238067,-86.8393991062145,27,2482.67
b3ee4a19-563f-496d-909b-28caa69cda68,40.4607083177989,-86.924766714857,59,3920.56
190df76a-874b-4006-aed3-168253df771a,40.3845818570007,-86.9021798313963,96,7191.76
e842f5a1-f2f3-4e5d-b025-0ada6d3caf83,40.3850832136872,-86.8417840313478,126,12690.38
03e74389-fe52-4946-8b43-0d5ae70eecd0,40.4676716617249,-86.9472614119606,34,2400.53
5e8eb583-bb9c-4d47-82e1-f2be2c036dcf,40.46619262344,-86.9280587477656,109,5863.14
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4607569468295,-86.9250956482455,206,8859.41
84c26a62-3a7a-4caf-8161-3a9a00d948a9,40.4510416300277,-86.925775710549,45,3531.78
f59200a9-b1ba-4ca9-b9c9-fa18fb3b8be1,40.4475961358301,-86.899431714159,54,3962.92
c9799aec-2e5d-4861-bab9-3f93198d76dc,40.444768,-86.9435,91,6227.23
7522af9d-0aa3-4413-aad6-4af358cc0cdf,40.4200741899058,-86.8925855691782,46,3072.51
e842f5a1-f2f3-4e5d-b025-0ada6d3caf83,40.3670427674466,-86.8722901468925,73,6782.64
7e86a5a0-948f-4743-b41d-59a7e2126f1a,40.4246902718955,-86.880657784978,35,1773.96
01a7fb28-606b-4ea4-a768-677ac3e1dcd0,40.4350573761774,-86.8866512269084,26,2658.28
53fab52c-1139-47cc-9b3f-f3b9d78d86eb,40.430845250513,-86.9319997955559,121,9291.49
f59200a9-b1ba-4ca9-b9c9-fa18fb3b8be1,40.4313672406355,-86.9149823284342,1,28.64
7ccaf41c-7298-458b-a035-fcd1b3090f39,40.39208061693,-86.9138522109831,63,4795.15
8d44af5f-359d-49f6-8b0b-cdbb682b958f,40.3987114397307,-86.8941597893144,114,10127.45
8d44af5f-359d-49f6-8b0b-cdbb682b958f,40.4218070581283,-86.8943241392818,135,12821.57
53fab52c-1139-47cc-9b3f-f3b9d78d86eb,40.448048290494,-86.9444165792714,135,11571.38
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4608727134662,-86.9245072522276,201,8807.15
b3ee4a19-563f-496d-909b-28caa69cda68,40.4519904230657,-86.9245166416793,72,4897.86
991a95f3-1510-4bce-a830-fde22f082f7f,40.4226076563143,-86.9055735112076,60,4095.22
5b84de10-9e34-4d39-ade5-2c36fd4e64a8,40.4306851243512,-86.8901449518803,56,3372.69
8d44af5f-359d-49f6-8b0b-cdbb682b958f,40.3836818816427,-86.8955632663036,65,5124.33
1545ee20-7633-4938-adf4-673f4586f25a,40.4024153366834,-86.8074465928631,154,12384.75
8efabf15-d065-404b-b1bb-535c12a9b3be,40.3983389078581,-86.8385538064572,34,3999.49
53fab52c-1139-47cc-9b3f-f3b9d78d86eb,40.4279880480759,-86.910530889662,100,6197.19
2e9b92bf-5c8d-47d6-b94e-566a87fcac71,40.4386994504153,-86.93774190174,26,4443.25
190df76a-874b-4006-aed3-168253df771a,40.4207112145848,-86.8948077794795,0,0
7ccaf41c-7298-458b-a035-fcd1b3090f39,40.3857270675085,-86.9046564321884,85,6370
f923454e-839e-4ce8-bd28-621a56212d40,40.4320743492998,-86.8825119490326,37,2455.79
41320e98-b337-4bf2-9eff-4b8b6ac97941,40.4460540185943,-86.9365016731586,53,3581.61
cb2c14f0-3cf3-4b84-a135-816b58d5b909,40.3835048961398,-86.8425923231859,2,59.03
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4271243804826,-86.9048375668249,40,2135.23
bb15a4a7-6c6e-4815-834c-680d5a343d63,40.405197356448,-86.8278219847005,61,3858.7
cb2c14f0-3cf3-4b84-a135-816b58d5b909,40.4274183432955,-86.8460648174688,112,5875.27
fd8cfb59-da55-4eaa-b557-6b2950043674,40.4509514765036,-86.925753989373,52,3541.51
1545ee20-7633-4938-adf4-673f4586f25a,40.3937828722054,-86.8369739503463,26,1514.1
79578537-88cd-4d42-9745-49cf6f3c5712,40.3947158995999,-86.8860058319779,144,10914.46
7522af9d-0aa3-4413-aad6-4af358cc0cdf,40.4220482958584,-86.860636434593,0,0
87c84019-852c-46c9-a3ea-0a644c510801,40.4454181355253,-86.9440442795448,71,2209.77
c505198f-66a9-495a-ad61-d3b5769ab604,40.4100075576421,-86.8785019549905,35,2540.28
78dd6ba2-f1b9-40c8-b5b9-37967e740e9e,40.4164557411487,-86.877601085714,96,6295.32
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4415018120847,-86.9103239676597,112,5751.88
c9799aec-2e5d-4861-bab9-3f93198d76dc,40.4184369430012,-86.8982493901572,11,633.9
1934197d-f175-49a7-839e-fc3ac6bf46fa,40.4207112145848,-86.8948077794795,67,4615.17
78dd6ba2-f1b9-40c8-b5b9-37967e740e9e,40.3915032604688,-86.8489757304724,41,2361.33
84c26a62-3a7a-4caf-8161-3a9a00d948a9,40.4673898647416,-86.9472957313784,14,620.84
30f49bff-7d39-4b55-aa46-8bf394572be7,40.4175625838945,-86.8244113302196,70,7155.68
8efabf15-d065-404b-b1bb-535c12a9b3be,40.3964989885766,-86.8384516195622,36,4205.1
7ccaf41c-7298-458b-a035-fcd1b3090f39,40.3834081233469,-86.8903160297175,115,8232.13
b3ee4a19-563f-496d-909b-28caa69cda68,40.4807976851392,-86.9281262219101,5,264.41
fac42847-5b76-483b-9ea6-19c6cc0cbadc,40.424067116542,-86.9124768251745,18,1258.75
5e8eb583-bb9c-4d47-82e1-f2be2c036dcf,40.4647490598684,-86.9245585007492,91,5471.34
5e8eb583-bb9c-4d47-82e1-f2be2c036dcf,40.4607994642049,-86.9243489486369,83,5028.56
1545ee20-7633-4938-adf4-673f4586f25a,40.3991705074855,-86.8086402108109,139,11930.69
bb15a4a7-6c6e-4815-834c-680d5a343d63,40.3995675075152,-86.8080167611838,123,9047.58
5b84de10-9e34-4d39-ade5-2c36fd4e64a8,40.4320968785117,-86.8475357671196,107,7514.75
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.431355076184,-86.9104404451164,74,3968.13
991a95f3-1510-4bce-a830-fde22f082f7f,40.4282278040181,-86.9191214514328,82,5741.96
cb2c14f0-3cf3-4b84-a135-816b58d5b909,40.4101288218871,-86.8387461369044,44,3196.68
f625fb8e-e48c-44b1-8eb4-7151f0d3b71d,40.419828,-86.900233,16,1079.85
ee49c7f5-2351-445b-b4ed-f0f3503377f4,40.3839897751704,-86.84234867299,3,113.24
2e9b92bf-5c8d-47d6-b94e-566a87fcac71,40.4474512382674,-86.9451425572636,32,5613.33
f625fb8e-e48c-44b1-8eb4-7151f0d3b71d,40.4184436377771,-86.9075961863865,42,1762.37
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4605104081304,-86.9192482030762,175,8341.77
e842f5a1-f2f3-4e5d-b025-0ada6d3caf83,40.3866718631265,-86.8515938045986,117,11431.75
7e86a5a0-948f-4743-b41d-59a7e2126f1a,40.4346554026598,-86.8629689233342,68,3808.3
f625fb8e-e48c-44b1-8eb4-7151f0d3b71d,40.419867684183,-86.9005624510294,18,1110.15
10661157-85f9-4587-9139-0124cd3c3f7f,40.4084012316012,-86.8929541862989,124,11222.59
e842f5a1-f2f3-4e5d-b025-0ada6d3caf83,40.3858864147507,-86.8573115583372,108,10886.48
17d55fe2-a8f1-4ddc-850e-0d203d1b2c6c,40.4176601587312,-86.8442481003939,32,2895.16
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4332465459588,-86.9105376219852,71,3756.73
501cc08b-1c0f-4ec5-a494-40954216987d,40.4588204175768,-86.9441271045215,88,7776.29
e842f5a1-f2f3-4e5d-b025-0ada6d3caf83,40.3671582008492,-86.8635372764102,84,7527.59
5e8eb583-bb9c-4d47-82e1-f2be2c036dcf,40.4425269708326,-86.9192420965058,35,2377.11
3f0501eb-3b2c-4ffd-ac91-7aea62ab0db7,40.4192942201073,-86.8790270751899,26,1410.72
301daf7e-05b7-4ad1-b986-4685dced1276,40.4186303405551,-86.9103331040664,37,3017.49
cb2c14f0-3cf3-4b84-a135-816b58d5b909,40.4206019604965,-86.8459430152106,71,4997.89
501cc08b-1c0f-4ec5-a494-40954216987d,40.4387312688887,-86.917203680836,54,3979.74
fd8cfb59-da55-4eaa-b557-6b2950043674,40.4323864280724,-86.9151945417769,68,5833.94
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4276145737353,-86.9083638518476,46,2441.98
53db175f-2a4f-40ea-b513-1d2282eae5d7,40.4392265369307,-86.8806536116505,28,2101.74
4fd2167d-7855-4648-8faf-21606791a86c,40.46052,-86.927399,39,1006.43
8d44af5f-359d-49f6-8b0b-cdbb682b958f,40.381897926023,-86.8856419097262,44,4228.54
8d44af5f-359d-49f6-8b0b-cdbb682b958f,40.4008562448851,-86.8932408635214,116,10378.57
190df76a-874b-4006-aed3-168253df771a,40.4163843734942,-86.8932989189696,12,681.22
5e8eb583-bb9c-4d47-82e1-f2be2c036dcf,40.4779364035244,-86.9346907450417,163,8603.94
bb15a4a7-6c6e-4815-834c-680d5a343d63,40.4029654904691,-86.8097915743647,117,8444.09
41320e98-b337-4bf2-9eff-4b8b6ac97941,40.4298759714251,-86.9317519116743,91,6369.92
3f0501eb-3b2c-4ffd-ac91-7aea62ab0db7,40.4190366745336,-86.8617988619256,44,2888.46
5b84de10-9e34-4d39-ade5-2c36fd4e64a8,40.4331718437422,-86.8876369127147,58,3721.18
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4468018639076,-86.9145856509622,131,6471.55
1934197d-f175-49a7-839e-fc3ac6bf46fa,40.4100545621628,-86.8771834690317,29,2067.39
e842f5a1-f2f3-4e5d-b025-0ada6d3caf83,40.366733,-86.862837,86,7637.43
5b84de10-9e34-4d39-ade5-2c36fd4e64a8,40.4320730526491,-86.8568853650621,101,6721.01
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.460709142928,-86.9314512143398,230,9406.55
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4607682906127,-86.924266688655,198,8783.1
7ccaf41c-7298-458b-a035-fcd1b3090f39,40.3836430224729,-86.8426031345524,161,12835.94
5b84de10-9e34-4d39-ade5-2c36fd4e64a8,40.4303028743566,-86.8905455610599,46,2914.24
87c84019-852c-46c9-a3ea-0a644c510801,40.4310651335876,-86.9309610173506,91,4307
41320e98-b337-4bf2-9eff-4b8b6ac97941,40.4362860015365,-86.9362208807744,79,5560.89
53fab52c-1139-47cc-9b3f-f3b9d78d86eb,40.4467724357511,-86.9403432466021,146,12360.1
5e8eb583-bb9c-4d47-82e1-f2be2c036dcf,40.4658288628924,-86.9277590080831,104,5807.47
79578537-88cd-4d42-9745-49cf6f3c5712,40.3707737691032,-86.8759965340284,99,7268.88
17d55fe2-a8f1-4ddc-850e-0d203d1b2c6c,40.417347819124,-86.8781828541089,58,5775.21
8d44af5f-359d-49f6-8b0b-cdbb682b958f,40.3835909119546,-86.8986253527087,69,5386.49
cb2c14f0-3cf3-4b84-a135-816b58d5b909,40.4089628000287,-86.838711653607,41,3065.81
e842f5a1-f2f3-4e5d-b025-0ada6d3caf83,40.365249,-86.860616,94,7998.16
fac42847-5b76-483b-9ea6-19c6cc0cbadc,40.4691120298802,-86.9438283527705,85,8177.83
c505198f-66a9-495a-ad61-d3b5769ab604,40.416944118088,-86.8867347723511,15,1081.66
1934197d-f175-49a7-839e-fc3ac6bf46fa,40.40322570668,-86.8720915592689,12,1109.57
87c84019-852c-46c9-a3ea-0a644c510801,40.4307029778223,-86.9322753170827,84,4139.41
7ccaf41c-7298-458b-a035-fcd1b3090f39,40.3943589972799,-86.9003074743164,45,3439.82
190df76a-874b-4006-aed3-168253df771a,40.3819098995527,-86.8559166124003,148,11204.39
190df76a-874b-4006-aed3-168253df771a,40.3846886438506,-86.9046224299794,84,6254.57
190df76a-874b-4006-aed3-168253df771a,40.3861695114302,-86.9033493381821,87,6528.99
78dd6ba2-f1b9-40c8-b5b9-37967e740e9e,40.4182332230136,-86.890625643549,118,7489.27
5e8eb583-bb9c-4d47-82e1-f2be2c036dcf,40.4502891883092,-86.9194689633299,57,3487.88
4fd2167d-7855-4648-8faf-21606791a86c,40.4570577135901,-86.9156960353526,90,2402.73
41320e98-b337-4bf2-9eff-4b8b6ac97941,40.4178667674787,-86.8976704091202,141,10073.73
53fab52c-1139-47cc-9b3f-f3b9d78d86eb,40.4479088195375,-86.9444724443786,57,1735.76
1934197d-f175-49a7-839e-fc3ac6bf46fa,40.405473320378,-86.8754318923805,17,1491.83
190df76a-874b-4006-aed3-168253df771a,40.3980760513589,-86.8945610162354,35,2750.97
991a95f3-1510-4bce-a830-fde22f082f7f,40.4223374361664,-86.9043069158948,56,3971.85
bb15a4a7-6c6e-4815-834c-680d5a343d63,40.38494900095,-86.8415265520587,8,294.57
78dd6ba2-f1b9-40c8-b5b9-37967e740e9e,40.389442,-86.839644,13,909.61
c505198f-66a9-495a-ad61-d3b5769ab604,40.4034636982816,-86.8725299645278,56,3558.21
01a7fb28-606b-4ea4-a768-677ac3e1dcd0,40.4436802837287,-86.8828808847057,14,1633.1
f923454e-839e-4ce8-bd28-621a56212d40,40.4305431303004,-86.8449335361506,75,5818.07
8efabf15-d065-404b-b1bb-535c12a9b3be,40.4010093634453,-86.838545216498,30,3699.49
5c65de3b-4778-4554-ad22-3398f528e3ef,40.4029173553357,-86.8607649126072,39,3933.34
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4594479664466,-86.9350557360502,243,9758.42
4fd2167d-7855-4648-8faf-21606791a86c,40.4265563013636,-86.9049506256432,193,7415.01
7e86a5a0-948f-4743-b41d-59a7e2126f1a,40.4305689951003,-86.8691600757429,50,3089.94
7ccaf41c-7298-458b-a035-fcd1b3090f39,40.3833883751197,-86.8952321770294,108,7811.29
cb2c14f0-3cf3-4b84-a135-816b58d5b909,40.4321538659827,-86.8622579855734,140,7939.36
190df76a-874b-4006-aed3-168253df771a,40.39208061693,-86.9138522109831,63,4795.15
53fab52c-1139-47cc-9b3f-f3b9d78d86eb,40.4493094103645,-86.9417706763544,23,732.76
991a95f3-1510-4bce-a830-fde22f082f7f,40.424168083549,-86.9164896035399,72,5066.41
190df76a-874b-4006-aed3-168253df771a,40.3817283517495,-86.8691091943149,136,10083.07
1545ee20-7633-4938-adf4-673f4586f25a,40.4029893858094,-86.8342539776195,44,3018.46
bb15a4a7-6c6e-4815-834c-680d5a343d63,40.406105026387,-86.8288415795588,96,6495.38
cb2c14f0-3cf3-4b84-a135-816b58d5b909,40.432108864053,-86.8789219315026,158,9362.47
1545ee20-7633-4938-adf4-673f4586f25a,40.3907106652722,-86.8135010809327,112,9938.16
53fab52c-1139-47cc-9b3f-f3b9d78d86eb,40.4483122804611,-86.9408569357822,40,890.67
1545ee20-7633-4938-adf4-673f4586f25a,40.4032580634388,-86.8276485135112,53,3647.37
7e86a5a0-948f-4743-b41d-59a7e2126f1a,40.4246985338648,-86.8883443100628,24,1120.21
1545ee20-7633-4938-adf4-673f4586f25a,40.394993,-86.809646,131,11364.97
1545ee20-7633-4938-adf4-673f4586f25a,40.4043337738109,-86.8277199841688,56,3767.72
fac42847-5b76-483b-9ea6-19c6cc0cbadc,40.4693832673414,-86.9453907952985,87,8319.52
5e8eb583-bb9c-4d47-82e1-f2be2c036dcf,40.464853091747,-86.9245603118652,93,5484.08
d62644f1-4b8e-4aa1-bc8d-0afb59c6b016,40.4261033030911,-86.9034475544203,20,1264.98
7e86a5a0-948f-4743-b41d-59a7e2126f1a,40.422628,-86.890628,14,683.56
cb2c14f0-3cf3-4b84-a135-816b58d5b909,40.428795151871,-86.8448853386978,122,6068.8
53fab52c-1139-47cc-9b3f-f3b9d78d86eb,40.4472570387874,-86.9393954836962,149,12456.72
41320e98-b337-4bf2-9eff-4b8b6ac97941,40.4310467548361,-86.9325609369898,84,6221.56
4fd2167d-7855-4648-8faf-21606791a86c,40.44682798315,-86.9146779469073,108,3576.95
991a95f3-1510-4bce-a830-fde22f082f7f,40.446612560465,-86.8994380153264,16,976.22
4fd2167d-7855-4648-8faf-21606791a86c,40.4476221115709,-86.9155191578285,104,3463.18
bb15a4a7-6c6e-4815-834c-680d5a343d63,40.3830363038111,-86.8427490938001,0,0
84c26a62-3a7a-4caf-8161-3a9a00d948a9,40.4445750135379,-86.9206021432334,50,4380.23
8d44af5f-359d-49f6-8b0b-cdbb682b958f,40.3848460546044,-86.9108111805207,94,7159.59
c9799aec-2e5d-4861-bab9-3f93198d76dc,40.4459796940642,-86.936928023831,101,7016.65
79578537-88cd-4d42-9745-49cf6f3c5712,40.365177575973,-86.8624156642401,70,5497.57
5e8eb583-bb9c-4d47-82e1-f2be2c036dcf,40.4368371879028,-86.9155624561045,26,1665.21
f625fb8e-e48c-44b1-8eb4-7151f0d3b71d,40.4182069198282,-86.8972951727735,6,746.63
87c84019-852c-46c9-a3ea-0a644c510801,40.4460704892652,-86.9435440917821,46,1412.07
17d55fe2-a8f1-4ddc-850e-0d203d1b2c6c,40.4176418850649,-86.8541719218414,37,3735.55
b3ee4a19-563f-496d-909b-28caa69cda68,40.4588779496124,-86.9245490849997,66,4128.57
fac42847-5b76-483b-9ea6-19c6cc0cbadc,40.4281617619245,-86.91915294138,30,2266.96
c505198f-66a9-495a-ad61-d3b5769ab604,40.420013156181,-86.8942952161323,1,88.87
b3ee4a19-563f-496d-909b-28caa69cda68,40.4650133804108,-86.9266973847136,45,3264.17
8d44af5f-359d-49f6-8b0b-cdbb682b958f,40.4212481991449,-86.8943241392818,136,12883.67
79578537-88cd-4d42-9745-49cf6f3c5712,40.3672188268624,-86.8638734464108,77,5820.89
87c84019-852c-46c9-a3ea-0a644c510801,40.4492070048575,-86.940420087601,6,332.18
7ccaf41c-7298-458b-a035-fcd1b3090f39,40.3815796397799,-86.878009232104,128,9322.4
8d44af5f-359d-49f6-8b0b-cdbb682b958f,40.4180241273574,-86.8930158940953,131,12293.47
87c84019-852c-46c9-a3ea-0a644c510801,40.4464699201007,-86.9405001527126,41,1109.8
17d55fe2-a8f1-4ddc-850e-0d203d1b2c6c,40.4153883704775,-86.8134872206144,1,26.46
501cc08b-1c0f-4ec5-a494-40954216987d,40.4462671391443,-86.9218726487638,60,4908.09
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4595269078701,-86.9156130328844,165,7924.84
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4350263335797,-86.9058213619155,92,4902.43
5b84de10-9e34-4d39-ade5-2c36fd4e64a8,40.4275155619586,-86.8869693049316,25,1550.07
5e8eb583-bb9c-4d47-82e1-f2be2c036dcf,40.4678409853874,-86.9348963397484,139,6803.94
7522af9d-0aa3-4413-aad6-4af358cc0cdf,40.4190832527842,-86.8616187182097,6,407.35
fac42847-5b76-483b-9ea6-19c6cc0cbadc,40.4246116911367,-86.9191189670834,26,1868.76
53fab52c-1139-47cc-9b3f-f3b9d78d86eb,40.4314078647737,-86.9209593189334,95,5138.62
e842f5a1-f2f3-4e5d-b025-0ada6d3caf83,40.3923559671473,-86.8764690405023,40,3651.5
190df76a-874b-4006-aed3-168253df771a,40.3817165297045,-86.875370304549,132,9549
78dd6ba2-f1b9-40c8-b5b9-37967e740e9e,40.3920586321124,-86.8500846277478,37,2241.61
7ccaf41c-7298-458b-a035-fcd1b3090f39,40.3817980845518,-86.8608521081851,143,10785.48
5b84de10-9e34-4d39-ade5-2c36fd4e64a8,40.3836509836693,-86.8426036315179,215,14073.01
5b84de10-9e34-4d39-ade5-2c36fd4e64a8,40.4320367875618,-86.8451710229927,109,7715.07
ee49c7f5-2351-445b-b4ed-f0f3503377f4,40.4207112145848,-86.8948077794795,129,8333.08
ee49c7f5-2351-445b-b4ed-f0f3503377f4,40.3928806121874,-86.8464126793392,21,1600.9
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4434040453079,-86.9128402717614,121,6059.78
8d44af5f-359d-49f6-8b0b-cdbb682b958f,40.3820355233045,-86.8489263930326,13,1108.51
79578537-88cd-4d42-9745-49cf6f3c5712,40.3660659268346,-86.8604579855142,58,5078.61
5b84de10-9e34-4d39-ade5-2c36fd4e64a8,40.4006023833627,-86.8385239349378,190,12014.81
f625fb8e-e48c-44b1-8eb4-7151f0d3b71d,40.4192103847398,-86.9016008768931,24,1227.01
f625fb8e-e48c-44b1-8eb4-7151f0d3b71d,40.4190173994909,-86.8997859597079,11,977.32
cb2c14f0-3cf3-4b84-a135-816b58d5b909,40.4206255739952,-86.8435297438955,67,4791.75
cb2c14f0-3cf3-4b84-a135-816b58d5b909,40.4247707679253,-86.8471001977077,87,5502.55
7522af9d-0aa3-4413-aad6-4af358cc0cdf,40.4190403359527,-86.8674051305854,12,901.15
c505198f-66a9-495a-ad61-d3b5769ab604,40.4030327739139,-86.8719191474866,58,3629.73
fac42847-5b76-483b-9ea6-19c6cc0cbadc,40.4505105134759,-86.9245507383508,66,5436.83
53fab52c-1139-47cc-9b3f-f3b9d78d86eb,40.4476247492088,-86.9390868530069,4,49.95
7ccaf41c-7298-458b-a035-fcd1b3090f39,40.3834995855987,-86.8924259777323,112,8052.21
