shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
fd8cfb59-da55-4eaa-b557-6b2950043674,40.4372068010096,-86.915903354639,64,5291.48
301daf7e-05b7-4ad1-b986-4685dced1276,40.4200281487986,-86.8868222100456,88,5448.31
79578537-88cd-4d42-9745-49cf6f3c5712,40.3879155931244,-86.9016700554368,163,13009.93
53fab52c-1139-47cc-9b3f-f3b9d78d86eb,40.4482196146782,-86.9445702446373,137,11595.19
5b84de10-9e34-4d39-ade5-2c36fd4e64a8,40.4284397443495,-86.8449289959454,116,8139.11
1545ee20-7633-4938-adf4-673f4586f25a,40.4029139992448,-86.8274752169158,50,3602.98
cb2c14f0-3cf3-4b84-a135-816b58d5b909,40.427707661108,-86.8870567294971,180,10557.07
501cc08b-1c0f-4ec5-a494-40954216987d,40.4503985002805,-86.9246001224125,65,5431.01
7522af9d-0aa3-4413-aad6-4af358cc0cdf,40.4200572124947,-86.8822503888572,31,2193.78
8fe3c425-4dbe-4257-b24b-a82e93789840,40.452548102389,-86.9272078320215,45,4037.06
87c84019-852c-46c9-a3ea-0a644c510801,40.44918801603,-86.9415381958879,23,766.89
78dd6ba2-f1b9-40c8-b5b9-37967e740e9e,40.4183330701334,-86.8930607434419,125,7707.67
53fab52c-1139-47cc-9b3f-f3b9d78d86eb,40.4488395422005,-86.9411550129148,37,825.37
30f49bff-7d39-4b55-aa46-8bf394572be7,40.4175119322588,-86.8440750859514,50,4653.34
5e8eb583-bb9c-4d47-82e1-f2be2c036dcf,40.4461755880449,-86.9192244164962,49,3022.32
4fd2167d-7855-4648-8faf-21606791a86c,40.4367862175266,-86.906079663484,139,4949.55
53fab52c-1139-47cc-9b3f-f3b9d78d86eb,40.4460540679725,-86.9405179882358,52,1151.92
8d44af5f-359d-49f6-8b0b-cdbb682b958f,40.3851924166656,-86.9114091236066,96,7225.4
53fab52c-1139-47cc-9b3f-f3b9d78d86eb,40.4469303927922,-86.9405137032826,49,1054.18
4fd2167d-7855-4648-8faf-21606791a86c,40.443075474684,-86.9127651699046,117,4027.31
301daf7e-05b7-4ad1-b986-4685dced1276,40.4240503940736,-86.9158182477008,24,1957.73
41320e98-b337-4bf2-9eff-4b8b6ac97941,40.4189427823049,-86.8998163875413,138,9855.58
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4607826594017,-86.9201974313839,183,8432.97
5c65de3b-4778-4554-ad22-3398f528e3ef,40.3914813307308,-86.8490540048146,72,5870.55
cb2c14f0-3cf3-4b84-a135-816b58d5b909,40.4276845344294,-86.8456138049232,115,5923.74
e842f5a1-f2f3-4e5d-b025-0ada6d3caf83,40.387887,-86.89941,8,536.46
01a7fb28-606b-4ea4-a768-677ac3e1dcd0,40.4494534778817,-86.8776920717181,7,848.98
e842f5a1-f2f3-4e5d-b025-0ada6d3caf83,40.3876631400712,-86.8497305564897,121,11628.77
d62644f1-4b8e-4aa1-bc8d-0afb59c6b016,40.4464268950478,-86.8992522000821,64,3821.19
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4237748739088,-86.8930673186748,5,457.44
1545ee20-7633-4938-adf4-673f4586f25a,40.3962100179581,-86.8383402053748,38,1907.1
cb2c14f0-3cf3-4b84-a135-816b58d5b909,40.3849566068054,-86.8415147432842,12,300.56
1545ee20-7633-4938-adf4-673f4586f25a,40.405437402581,-86.8280091567035,59,3895.18
ee49c7f5-2351-445b-b4ed-f0f3503377f4,40.3929571024199,-86.8465803429655,22,1617.44
991a95f3-1510-4bce-a830-fde22f082f7f,40.4452456968735,-86.8994584049664,20,1130.21
ee49c7f5-2351-445b-b4ed-f0f3503377f4,40.3838336966487,-86.8425177176988,2,90.76
c9799aec-2e5d-4861-bab9-3f93198d76dc,40.4182302682249,-86.8975389387015,9,569.41
d62644f1-4b8e-4aa1-bc8d-0afb59c6b016,40.4266603262378,-86.9081847116448,13,853.89
53fab52c-1139-47cc-9b3f-f3b9d78d86eb,40.4471492376882,-86.9407235853179,46,1024.05
41320e98-b337-4bf2-9eff-4b8b6ac97941,40.4173404424211,-86.8961858724433,144,10213.14
ae4e6ab1-7163-47ea-944d-e1327f042a0c,40.4317759364293,-86.8881621385258,15,1461.67
e842f5a1-f2f3-4e5d-b025-0ada6d3caf83,40.3953230330539,-86.8859246449816,29,2514.05
03e74389-fe52-4946-8b43-0d5ae70eecd0,40.4663360745687,-86.9382993046908,11,1302.91
79578537-88cd-4d42-9745-49cf6f3c5712,40.3672188268624,-86.8651725787765,78,5930.88
78dd6ba2-f1b9-40c8-b5b9-37967e740e9e,40.3937348340652,-86.8491456857244,51,2699.31
f923454e-839e-4ce8-bd28-621a56212d40,40.4320569714354,-86.884301951813,36,2304.38
d62644f1-4b8e-4aa1-bc8d-0afb59c6b016,40.4356920992198,-86.8993441731682,44,2619.32
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4542993929775,-86.9156468274021,153,7338.08
e842f5a1-f2f3-4e5d-b025-0ada6d3caf83,40.3828497789877,-86.8572749729298,105,10547.06
b3ee4a19-563f-496d-909b-28caa69cda68,40.450768,-86.919916,82,5369.16
8d44af5f-359d-49f6-8b0b-cdbb682b958f,40.408665998022,-86.8929591536879,126,11253.11
5c65de3b-4778-4554-ad22-3398f528e3ef,40.3940485060489,-86.8487476492407,58,5389.58
87c84019-852c-46c9-a3ea-0a644c510801,40.4454183843981,-86.9441094663208,70,2204.26
3f0501eb-3b2c-4ffd-ac91-7aea62ab0db7,40.4200289515494,-86.8839296681091,18,979.62
5c65de3b-4778-4554-ad22-3398f528e3ef,40.4172645757952,-86.8894339733978,9,803.22
10661157-85f9-4587-9139-0124cd3c3f7f,40.381816,-86.872818,32,3136.46
4fd2167d-7855-4648-8faf-21606791a86c,40.4484346556293,-86.9157837058776,99,3366.34
f923454e-839e-4ce8-bd28-621a56212d40,40.4320462305574,-86.8806081641083,41,2617.72
190df76a-874b-4006-aed3-168253df771a,40.3818261083197,-86.860694248374,144,10799.2
10661157-85f9-4587-9139-0124cd3c3f7f,40.3848460546044,-86.9108111805207,94,7159.59
53db175f-2a4f-40ea-b513-1d2282eae5d7,40.4398092803858,-86.8792921875925,25,1968.91
87c84019-852c-46c9-a3ea-0a644c510801,40.4472570387874,-86.9393954836962,0,0
5b84de10-9e34-4d39-ade5-2c36fd4e64a8,40.4331933176026,-86.887679230584,43,2511.73
5b84de10-9e34-4d39-ade5-2c36fd4e64a8,40.4206094084308,-86.841960471016,166,9501.41
17d55fe2-a8f1-4ddc-850e-0d203d1b2c6c,40.4182909224353,-86.8837724577338,70,6291.5
cb2c14f0-3cf3-4b84-a135-816b58d5b909,40.4206141861465,-86.84587101099,72,5004.13
03e74389-fe52-4946-8b43-0d5ae70eecd0,40.457352855044,-86.9337056936757,2,44.9
0be019d1-53dc-4049-9821-016d4e7d7ee0,40.4238563451693,-86.8931313930637,6,467.99
5e8eb583-bb9c-4d47-82e1-f2be2c036dcf,40.4519974056243,-86.9241481799801,66,4007.5
1545ee20-7633-4938-adf4-673f4586f25a,40.4100392342467,-86.8290464112076,82,6057.04
d62644f1-4b8e-4aa1-bc8d-0afb59c6b016,40.4546202396347,-86.9031183004932,82,5408.52
5b84de10-9e34-4d39-ade5-2c36fd4e64a8,40.4200272512452,-86.89305093247,2,191.31
8d44af5f-359d-49f6-8b0b-cdbb682b958f,40.3857494870489,-86.9047079239015,86,6524.33
f923454e-839e-4ce8-bd28-621a56212d40,40.4320790401711,-86.8807132665794,40,2608.11
1545ee20-7633-4938-adf4-673f4586f25a,40.4055893805459,-86.8281916060847,61,3920.08
f625fb8e-e48c-44b1-8eb4-7151f0d3b71d,40.4189803097553,-86.9034491026653,30,1388.28
f923454e-839e-4ce8-bd28-621a56212d40,40.4218055805272,-86.8920117859304,6,481.35
fac42847-5b76-483b-9ea6-19c6cc0cbadc,40.469707676578,-86.9458405313196,88,8371.91
41320e98-b337-4bf2-9eff-4b8b6ac97941,40.430436303032,-86.9321046843409,90,6300.88
7522af9d-0aa3-4413-aad6-4af358cc0cdf,40.4204583401439,-86.8605605672202,4,179.41
fd8cfb59-da55-4eaa-b557-6b2950043674,40.4527582943561,-86.9274256341435,49,3295.89
41320e98-b337-4bf2-9eff-4b8b6ac97941,40.442234736233,-86.9420415007222,71,4729.87
b3ee4a19-563f-496d-909b-28caa69cda68,40.4445611774582,-86.9205460436343,100,6344.8
78dd6ba2-f1b9-40c8-b5b9-37967e740e9e,40.3849457482248,-86.8415136945798,7,293.25
ee49c7f5-2351-445b-b4ed-f0f3503377f4,40.402617667856,-86.8602496179809,68,4152.25
84c26a62-3a7a-4caf-8161-3a9a00d948a9,40.4587453287284,-86.9320166203508,37,2519.19
01a7fb28-606b-4ea4-a768-677ac3e1dcd0,40.456586040671,-86.8758137651018,1,39.04
5b84de10-9e34-4d39-ade5-2c36fd4e64a8,40.4328819459579,-86.8878851775587,57,3682.73
87c84019-852c-46c9-a3ea-0a644c510801,40.4391318133678,-86.9383222761644,78,3069.35
1934197d-f175-49a7-839e-fc3ac6bf46fa,40.4123851258443,-86.8857631337717,40,2898.44
190df76a-874b-4006-aed3-168253df771a,40.3817025054516,-86.8689539652439,137,10096.52
84c26a62-3a7a-4caf-8161-3a9a00d948a9,40.4668082477589,-86.9460030651637,22,782.75
4fd2167d-7855-4648-8faf-21606791a86c,40.4391367682917,-86.9078956683653,129,4632.7
c505198f-66a9-495a-ad61-d3b5769ab604,40.4173272287687,-86.8895976120395,11,791.1
53db175f-2a4f-40ea-b513-1d2282eae5d7,40.4346974289779,-86.881504339755,38,2629.11
79578537-88cd-4d42-9745-49cf6f3c5712,40.3671827602836,-86.8620239186195,49,4697.1
10661157-85f9-4587-9139-0124cd3c3f7f,40.3876301877278,-86.9122099526054,98,7504.65
01a7fb28-606b-4ea4-a768-677ac3e1dcd0,40.432331713191,-86.8874031472512,31,2973.5
1934197d-f175-49a7-839e-fc3ac6bf46fa,40.4082100699853,-86.8768265967648,23,1857.77
10661157-85f9-4587-9139-0124cd3c3f7f,40.3819478121077,-86.8548580946046,15,1610.96
8efabf15-d065-404b-b1bb-535c12a9b3be,40.3874219835464,-86.8399464540867,48,5252.59
10661157-85f9-4587-9139-0124cd3c3f7f,40.3831056693197,-86.8889997072666,53,4552.35
14783f1e-cfa7-456e-b1fa-020478b8a0f6,40.3916283822237,-86.844405307511,87,6743.43
cb2c14f0-3cf3-4b84-a135-816b58d5b909,40.4321740229963,-86.8588948392681,137,7654.31
cb2c14f0-3cf3-4b84-a135-816b58d5b909,40.428593794829,-86.8448925716957,121,6046.42
f625fb8e-e48c-44b1-8eb4-7151f0d3b71d,40.4184715699238,-86.9064673427622,40,1666.31
7ccaf41c-7298-458b-a035-fcd1b3090f39,40.4008002122255,-86.8932991009212,32,2429.53
7ccaf41c-7298-458b-a035-fcd1b3090f39,40.4164318374792,-86.8935611206334,10,658.24
190df76a-874b-4006-aed3-168253df771a,40.3940161172442,-86.9011190329966,46,3518.36
8d44af5f-359d-49f6-8b0b-cdbb682b958f,40.381816,-86.872818,32,3136.46
c505198f-66a9-495a-ad61-d3b5769ab604,40.4099872007047,-86.8843253546336,28,2043.87
fac42847-5b76-483b-9ea6-19c6cc0cbadc,40.4505790150408,-86.9246990052492,67,5451.5
78dd6ba2-f1b9-40c8-b5b9-37967e740e9e,40.41576268324,-86.8768447171272,94,6195.18
d9e6d371-9610-44d9-9781-33cddd4eee53,40.4526992301092,-86.9618795011126,13,1090.19
7522af9d-0aa3-4413-aad6-4af358cc0cdf,40.4188702191471,-86.8773588129887,24,1753.96
